prompt,temp,seq_len,gen_time,timestamp,ED_mean,ED_std,model,model_size,domain,rank,chkpt_id
  ,1.3,22,1773622205.3745182,2026-03-16T01:50:05.374521,0.6145791411399841,0.1615858227014541,mamba2-2.7b,2700000000,empty,0,0
Answer:,1.0,128,1773622211.4919832,2026-03-16T01:50:11.491985,0.7071985006332397,0.1495283395051956,mamba2-2.7b,2700000000,neutral,1,0
	,1.3,128,1773622217.5721204,2026-03-16T01:50:17.572122,0.6805460453033447,0.1732160449028015,mamba2-2.7b,2700000000,empty,2,0
tend cringdir plurtoksmas spa prengslelswul,0.7,2,1773622217.6670403,2026-03-16T01:50:17.667041,0.4530803859233856,0.1225900501012802,mamba2-2.7b,2700000000,nonsense,3,0
moondkoung smaind nousdront,0.7,128,1773622223.81281,2026-03-16T01:50:23.812812,0.9404810070991516,0.1561329066753387,mamba2-2.7b,2700000000,nonsense,4,0
...,1.0,128,1773622229.9139905,2026-03-16T01:50:29.913992,0.6436863541603088,0.1549234837293625,mamba2-2.7b,2700000000,empty,5,0
This,0.7,128,1773622236.0041318,2026-03-16T01:50:36.004133,0.8304405212402344,0.1231748014688491,mamba2-2.7b,2700000000,neutral,6,0
_,1.3,128,1773622242.1172855,2026-03-16T01:50:42.117287,0.5674065351486206,0.1843312084674835,mamba2-2.7b,2700000000,empty,7,0
	,1.0,128,1773622248.235082,2026-03-16T01:50:48.235084,0.8500975370407104,0.1527691334486007,mamba2-2.7b,2700000000,empty,8,0
skienspesgind grokmet miengprel,1.0,128,1773622254.348163,2026-03-16T01:50:54.348164,0.4667288362979889,0.1366582512855529,mamba2-2.7b,2700000000,nonsense,9,0
Generate:,1.3,110,1773622259.5810435,2026-03-16T01:50:59.581045,0.4848470091819763,0.2437469959259033,mamba2-2.7b,2700000000,neutral,10,0
Continue:,1.3,128,1773622265.6782024,2026-03-16T01:51:05.678204,0.3966524600982666,0.154451698064804,mamba2-2.7b,2700000000,neutral,11,0
front faindkon zontswitska triendpom grintgiet,1.0,128,1773622271.7818582,2026-03-16T01:51:11.781860,0.3601087927818298,0.0538120418787002,mamba2-2.7b,2700000000,nonsense,12,0
Output random bytes as text:,0.7,128,1773622277.8797114,2026-03-16T01:51:17.879713,0.8728811740875244,0.1447236537933349,mamba2-2.7b,2700000000,explicit,13,0
rMaYQWQ4Q3rMPz9O,1.3,128,1773622283.9785807,2026-03-16T01:51:23.978582,0.3662033677101135,0.1273245513439178,mamba2-2.7b,2700000000,random,14,0
One,0.7,128,1773622290.0749395,2026-03-16T01:51:30.074941,0.7710010409355164,0.1386048346757888,mamba2-2.7b,2700000000,neutral,15,0
slurpeak gloukskurstail bookklemklal keamspannin swai doomdriscen klandblolheam zundsend,1.3,128,1773622296.2033036,2026-03-16T01:51:36.203305,0.2923521697521209,0.0761825442314148,mamba2-2.7b,2700000000,nonsense,16,0
  ,0.7,128,1773622302.2978125,2026-03-16T01:51:42.297814,0.8934773206710815,0.1174214631319046,mamba2-2.7b,2700000000,empty,17,0
Write a sequence with no pattern or meaning:,0.7,128,1773622308.3804078,2026-03-16T01:51:48.380409,0.7560611963272095,0.1459893882274627,mamba2-2.7b,2700000000,explicit,18,0
blolcong gainghoolpeant swompranflas,0.7,128,1773622314.4761922,2026-03-16T01:51:54.476194,0.8550882339477539,0.2360755503177642,mamba2-2.7b,2700000000,nonsense,19,0
not swen weang lol rendcir granjieng,1.3,128,1773622320.7151296,2026-03-16T01:52:00.715132,0.3607766032218933,0.1558657586574554,mamba2-2.7b,2700000000,nonsense,20,1
Write a sequence with no pattern or meaning:,1.3,107,1773622325.826144,2026-03-16T01:52:05.826146,0.4209505319595337,0.1693578362464904,mamba2-2.7b,2700000000,explicit,21,1
Simulate rolling a six-sided die 20 times:,1.3,128,1773622331.9615393,2026-03-16T01:52:11.961541,0.5464886426925659,0.1985732614994049,mamba2-2.7b,2700000000,explicit,22,1
.,0.7,128,1773622338.0805972,2026-03-16T01:52:18.080599,0.767143726348877,0.1504950821399688,mamba2-2.7b,2700000000,empty,23,1
4pEAS2vrAAhSJvP,1.0,3,1773622338.2231302,2026-03-16T01:52:18.223131,0.6089171767234802,0.2391615211963653,mamba2-2.7b,2700000000,random,24,1
deatkeakjean croumtroosskoont troontwun troubleant flensnet prundnainsloo flontspiengtro sputwangfrem,1.0,128,1773622344.362323,2026-03-16T01:52:24.362324,0.5256426930427551,0.2064891159534454,mamba2-2.7b,2700000000,nonsense,25,1
Produce:,1.0,128,1773622350.4817076,2026-03-16T01:52:30.481709,0.740790605545044,0.1509514153003692,mamba2-2.7b,2700000000,neutral,26,1
Produce a stream of random symbols:,1.3,128,1773622356.617471,2026-03-16T01:52:36.617472,0.4671366512775421,0.1757760941982269,mamba2-2.7b,2700000000,explicit,27,1
Generate a sequence of random characters:,0.7,128,1773622362.7451112,2026-03-16T01:52:42.745113,0.9484295845031738,0.1160974353551864,mamba2-2.7b,2700000000,explicit,28,1
A,1.0,128,1773622368.8811388,2026-03-16T01:52:48.881140,0.7363452911376953,0.1507281810045242,mamba2-2.7b,2700000000,neutral,29,1
YMlqrbyocydA9sE3ylM7s82covt4 8c5FzLYgQbn31 Le Z   Dhc2,0.7,128,1773622375.0178027,2026-03-16T01:52:55.017804,0.4867138862609863,0.0613487139344215,mamba2-2.7b,2700000000,random,30,1
rMaYQWQ4Q3rMPz9O,1.0,128,1773622381.1684964,2026-03-16T01:53:01.168498,0.4850906729698181,0.0524382889270782,mamba2-2.7b,2700000000,random,31,1
Answer:,1.0,128,1773622387.3225248,2026-03-16T01:53:07.322526,0.7458302974700928,0.1654523909091949,mamba2-2.7b,2700000000,neutral,32,1
Generate a sequence of random characters:,1.3,128,1773622393.4631202,2026-03-16T01:53:13.463122,0.3402032256126404,0.1423194855451584,mamba2-2.7b,2700000000,explicit,33,1
Generate random words with no meaning:,0.7,128,1773622399.5891972,2026-03-16T01:53:19.589200,0.7881965637207031,0.2084880769252777,mamba2-2.7b,2700000000,explicit,34,1
Write:,1.0,128,1773622405.7108886,2026-03-16T01:53:25.710890,0.4849856197834015,0.1618761271238327,mamba2-2.7b,2700000000,neutral,35,1
Generate text with maximum entropy:,1.3,128,1773622411.8336842,2026-03-16T01:53:31.833685,0.4539183378219604,0.1990197002887725,mamba2-2.7b,2700000000,explicit,36,1
geakprai creantcoorpren groorwirut,1.0,128,1773622417.9528234,2026-03-16T01:53:37.952825,0.4562892317771911,0.141990453004837,mamba2-2.7b,2700000000,nonsense,37,1
Output random letters and numbers:,1.0,128,1773622424.0894766,2026-03-16T01:53:44.089478,0.7520685195922852,0.1268489062786102,mamba2-2.7b,2700000000,explicit,38,1
Begin:,0.7,128,1773622430.2272391,2026-03-16T01:53:50.227240,0.9006350040435791,0.1761481314897537,mamba2-2.7b,2700000000,neutral,39,1
Produce a stream of random symbols:,1.3,128,1773622436.466769,2026-03-16T01:53:56.466770,0.4577674269676208,0.1828389316797256,mamba2-2.7b,2700000000,explicit,40,2
toonwiernien tin glondlent bounddreancoul crietgum priel,0.7,128,1773622442.6184585,2026-03-16T01:54:02.618460,0.7197490334510803,0.2174132764339447,mamba2-2.7b,2700000000,nonsense,41,2
Sequence:,0.7,128,1773622448.7739725,2026-03-16T01:54:08.773974,0.8935552835464478,0.156521737575531,mamba2-2.7b,2700000000,neutral,42,2
 ,1.0,128,1773622454.9226058,2026-03-16T01:54:14.922608,0.8685239553451538,0.1582335829734802,mamba2-2.7b,2700000000,empty,43,2
prutspemvir zomspound soorfleas twaildraind jasgliengteat skaingnientklek groulblintslir slakpi pintjounswek snietfoo,1.0,128,1773622461.0696175,2026-03-16T01:54:21.069619,0.5650922060012817,0.1858898252248764,mamba2-2.7b,2700000000,nonsense,44,2
1oi85U n5 Cf M6dh9,1.3,128,1773622467.2111814,2026-03-16T01:54:27.211183,0.3212060928344726,0.1227709352970123,mamba2-2.7b,2700000000,random,45,2
 ,1.0,128,1773622473.373067,2026-03-16T01:54:33.373069,0.7295018434524536,0.1880573034286499,mamba2-2.7b,2700000000,empty,46,2
oh ztvP 4oA l ,0.7,128,1773622479.533054,2026-03-16T01:54:39.533056,0.6707435846328735,0.2101509273052215,mamba2-2.7b,2700000000,random,47,2
Result:,0.7,128,1773622485.6850982,2026-03-16T01:54:45.685100,0.7515181303024292,0.1634789109230041,mamba2-2.7b,2700000000,neutral,48,2
Start:,1.3,128,1773622491.8413312,2026-03-16T01:54:51.841332,0.4656466245651245,0.1815448999404907,mamba2-2.7b,2700000000,neutral,49,2
A,1.0,128,1773622497.996097,2026-03-16T01:54:57.996099,0.646264374256134,0.1599573493003845,mamba2-2.7b,2700000000,neutral,50,2
Simulate rolling a six-sided die 20 times:,0.7,128,1773622504.1545038,2026-03-16T01:55:04.154505,0.7588591575622559,0.1341504752635955,mamba2-2.7b,2700000000,explicit,51,2
Generate 50 random characters:,0.7,109,1773622509.407483,2026-03-16T01:55:09.407485,0.855405867099762,0.1427852809429168,mamba2-2.7b,2700000000,explicit,52,2
rokfliet bouklouk flungplai tweak wint sloond troontcrak,1.3,128,1773622515.5611975,2026-03-16T01:55:15.561199,0.4472097754478454,0.1713244020938873,mamba2-2.7b,2700000000,nonsense,53,2
Response:,1.3,128,1773622521.7338068,2026-03-16T01:55:21.733809,0.3648973107337951,0.1912604123353958,mamba2-2.7b,2700000000,neutral,54,2
2n 4jkPsiqJPWL6 3moB35D0R6Z1mO2OGVt,1.0,128,1773622527.905791,2026-03-16T01:55:27.905792,0.4758622050285339,0.0166576467454433,mamba2-2.7b,2700000000,random,55,2
Sequence:,0.7,128,1773622534.0647075,2026-03-16T01:55:34.064710,0.762994647026062,0.1867171823978424,mamba2-2.7b,2700000000,neutral,56,2
Simulate white noise as text:,1.0,128,1773622540.2118738,2026-03-16T01:55:40.211875,0.7577269673347473,0.1680176556110382,mamba2-2.7b,2700000000,explicit,57,2
It,1.3,128,1773622546.3541844,2026-03-16T01:55:46.354186,0.3919046521186828,0.1621635556221008,mamba2-2.7b,2700000000,neutral,58,2
feakjoutgeas zekdrekwir smaintpain,1.0,128,1773622552.4981153,2026-03-16T01:55:52.498117,0.4128475785255432,0.0910315066576004,mamba2-2.7b,2700000000,nonsense,59,2
Rb1 n3U6t3w I973IPFlJ5F7WRd Px BTHRJJb ykE0 E8 5clL,0.7,128,1773622558.742284,2026-03-16T01:55:58.742286,0.4488701224327087,0.0222272425889968,mamba2-2.7b,2700000000,random,60,3
List random letters from the alphabet:,1.3,128,1773622564.9025595,2026-03-16T01:56:04.902561,0.3542851209640503,0.1691917330026626,mamba2-2.7b,2700000000,explicit,61,3
I3 dXRZv7qdYdk2r7xgHWPB6,0.7,128,1773622571.066255,2026-03-16T01:56:11.066257,0.4813534617424011,0.0170679856091737,mamba2-2.7b,2700000000,random,62,3
front faindkon zontswitska triendpom grintgiet,0.7,128,1773622577.2295196,2026-03-16T01:56:17.229521,0.729909360408783,0.2225488126277923,mamba2-2.7b,2700000000,nonsense,63,3
futkint prealil katfrer drikjain frea sloungvea traikroulslen spaint ska koonkeas,1.0,128,1773622583.3963118,2026-03-16T01:56:23.396313,0.3527283370494842,0.0266287084668874,mamba2-2.7b,2700000000,nonsense,64,3
Content:,0.7,128,1773622589.5614457,2026-03-16T01:56:29.561447,0.7168190479278564,0.1663915961980819,mamba2-2.7b,2700000000,neutral,65,3
glien sungnaind caicair,0.7,128,1773622595.7305994,2026-03-16T01:56:35.730602,0.8764879107475281,0.1684218794107437,mamba2-2.7b,2700000000,nonsense,66,3
It,0.7,128,1773622601.8914225,2026-03-16T01:56:41.891424,0.7763240337371826,0.1552683711051941,mamba2-2.7b,2700000000,neutral,67,3
Output random letters and numbers:,0.7,128,1773622608.0512164,2026-03-16T01:56:48.051218,0.7482582330703735,0.1412994414567947,mamba2-2.7b,2700000000,explicit,68,3
Simulate white noise as text:,1.3,128,1773622614.2084298,2026-03-16T01:56:54.208431,0.3961654901504516,0.1562685817480087,mamba2-2.7b,2700000000,explicit,69,3
Generate text with maximum entropy:,1.3,128,1773622620.3531978,2026-03-16T01:57:00.353199,0.3874050676822662,0.1947995722293853,mamba2-2.7b,2700000000,explicit,70,3
skongdrai crismisskoond stamkloukzent kik twientgoos jemwailsnok twalpamgrount swoulbrail trongbriemloor,0.7,128,1773622626.5116918,2026-03-16T01:57:06.511693,0.6477128267288208,0.2565730512142181,mamba2-2.7b,2700000000,nonsense,71,3
"Simulate a random number generator, output digits:",1.0,128,1773622632.659998,2026-03-16T01:57:12.659999,0.7715284824371338,0.1775601357221603,mamba2-2.7b,2700000000,explicit,72,3
	,0.7,128,1773622638.802725,2026-03-16T01:57:18.802726,0.9057592749595642,0.1499966830015182,mamba2-2.7b,2700000000,empty,73,3
Pz6oH OXYoST6wMkrOpENoxVs X1rX2x ,0.7,128,1773622644.9486475,2026-03-16T01:57:24.948649,0.4513146579265594,0.0186631362885236,mamba2-2.7b,2700000000,random,74,3
Content:,1.0,128,1773622651.0983844,2026-03-16T01:57:31.098386,0.7679835557937622,0.2035810649394989,mamba2-2.7b,2700000000,neutral,75,3
  ,0.7,128,1773622657.2668278,2026-03-16T01:57:37.266829,0.9650774002075196,0.1098520085215568,mamba2-2.7b,2700000000,empty,76,3
...,1.0,128,1773622663.4347415,2026-03-16T01:57:43.434743,0.6451886892318726,0.1602637618780136,mamba2-2.7b,2700000000,empty,77,3
loundsten glokfes crunslul,1.3,128,1773622669.5997462,2026-03-16T01:57:49.599748,0.3377831578254699,0.0617995262145996,mamba2-2.7b,2700000000,nonsense,78,3
IpdQ2IiHj 6 Uh vVuGnoD afbFf8UXtwe1CPF1OIjVp gwC fZi7KNPl,1.0,128,1773622675.7691495,2026-03-16T01:57:55.769151,0.448664903640747,0.0227424018085002,mamba2-2.7b,2700000000,random,79,3
Content:,1.0,99,1773622680.620041,2026-03-16T01:58:00.620042,0.7554062604904175,0.1760913878679275,mamba2-2.7b,2700000000,neutral,80,4
  ,0.7,128,1773622686.773158,2026-03-16T01:58:06.773160,0.937941074371338,0.1398508697748184,mamba2-2.7b,2700000000,empty,81,4
trikwunfo jeallaingrus soskluk klemskel flesveankiel,0.7,128,1773622692.9343195,2026-03-16T01:58:12.934321,0.9657086133956908,0.1062376126646995,mamba2-2.7b,2700000000,nonsense,82,4
-,0.7,128,1773622699.0889463,2026-03-16T01:58:19.088948,0.8167299628257751,0.157971441745758,mamba2-2.7b,2700000000,empty,83,4
Produce a uniformly random string:,0.7,128,1773622705.2378469,2026-03-16T01:58:25.237848,0.7532694339752197,0.1377256512641906,mamba2-2.7b,2700000000,explicit,84,4
Data:,1.0,128,1773622711.3814964,2026-03-16T01:58:31.381498,0.7368497848510742,0.2183667868375778,mamba2-2.7b,2700000000,neutral,85,4
-,1.3,128,1773622717.5292022,2026-03-16T01:58:37.529205,0.5804041624069214,0.1829179674386978,mamba2-2.7b,2700000000,empty,86,4
	,1.0,128,1773622723.6805463,2026-03-16T01:58:43.680548,0.8443748950958252,0.1438528597354889,mamba2-2.7b,2700000000,empty,87,4
kestint brukmungswount nettrearspon,1.3,128,1773622729.8386426,2026-03-16T01:58:49.838645,0.4093484878540039,0.172719657421112,mamba2-2.7b,2700000000,nonsense,88,4
stonfroom prul sleantfiltir bis crientfloulstang trond wungskeal sloldrektras seahient hiengsaindwous,1.3,128,1773622735.985284,2026-03-16T01:58:55.985285,0.3485956788063049,0.1068527549505233,mamba2-2.7b,2700000000,nonsense,89,4
"Simulate a random number generator, output digits:",1.0,128,1773622742.141537,2026-03-16T01:59:02.141538,0.6846733093261719,0.1280298680067062,mamba2-2.7b,2700000000,explicit,90,4
mounmunsleang floofuk swantsnis jangbu slain holkliemtri,1.0,128,1773622748.2832685,2026-03-16T01:59:08.283269,0.4536744952201843,0.0901301577687263,mamba2-2.7b,2700000000,nonsense,91,4
kr162x6 25XTCx2a E,0.7,128,1773622754.4180424,2026-03-16T01:59:14.418044,0.778373122215271,0.1851135492324829,mamba2-2.7b,2700000000,random,92,4
It,1.3,128,1773622760.563757,2026-03-16T01:59:20.563758,0.4744496345520019,0.1741688102483749,mamba2-2.7b,2700000000,neutral,93,4
Simulate rolling a six-sided die 20 times:,1.0,128,1773622766.7152667,2026-03-16T01:59:26.715268,0.7096017003059387,0.1527444571256637,mamba2-2.7b,2700000000,explicit,94,4
Text:,1.3,128,1773622772.851777,2026-03-16T01:59:32.851778,0.3403163552284241,0.1656171977519989,mamba2-2.7b,2700000000,neutral,95,4
halspoor smouwursnoun jousfreas blounliple sling briet,0.7,128,1773622778.9965572,2026-03-16T01:59:38.996559,0.7881081104278564,0.2047637552022934,mamba2-2.7b,2700000000,nonsense,96,4
...,1.3,35,1773622780.6618254,2026-03-16T01:59:40.661827,0.4444721341133117,0.1813767105340957,mamba2-2.7b,2700000000,empty,97,4
Write a string of random ASCII characters:,0.7,128,1773622786.8209562,2026-03-16T01:59:46.820957,0.795671284198761,0.126407042145729,mamba2-2.7b,2700000000,explicit,98,4
W6PyEXD0fO8WXt eq Qm4m6bs0tj8HR,1.0,128,1773622792.9795215,2026-03-16T01:59:52.979524,0.5404905080795288,0.1591613441705703,mamba2-2.7b,2700000000,random,99,4
K894RxgG9oiZ jgttMkFp1C W54M2NhmABHkuEwjua058L,1.3,128,1773622799.24569,2026-03-16T01:59:59.245691,0.3718460202217102,0.0783234387636184,mamba2-2.7b,2700000000,random,100,5
Start:,0.7,128,1773622805.4074783,2026-03-16T02:00:05.407480,0.7966781258583069,0.2090385407209396,mamba2-2.7b,2700000000,neutral,101,5
-,1.3,128,1773622811.559181,2026-03-16T02:00:11.559183,0.4935243725776672,0.1765863299369812,mamba2-2.7b,2700000000,empty,102,5
Generate uniformly distributed random text:,0.7,128,1773622817.721504,2026-03-16T02:00:17.721505,0.7966736555099487,0.1468859314918518,mamba2-2.7b,2700000000,explicit,103,5
blus detmoomweam klim boo star feamskufris gul trootjor frissmeas,0.7,128,1773622823.884009,2026-03-16T02:00:23.884010,0.7682218551635742,0.2665180265903473,mamba2-2.7b,2700000000,nonsense,104,5
AOEHYqM6Ojb6mjB HqSiFVKu4M,1.0,128,1773622830.046735,2026-03-16T02:00:30.046737,0.4604303240776062,0.0286632180213928,mamba2-2.7b,2700000000,random,105,5
Result:,1.3,128,1773622836.2006197,2026-03-16T02:00:36.200622,0.6818550825119019,0.1785864830017089,mamba2-2.7b,2700000000,neutral,106,5
  ,1.3,128,1773622842.3582935,2026-03-16T02:00:42.358295,0.47820645570755,0.1650439351797104,mamba2-2.7b,2700000000,empty,107,5
Response:,0.7,128,1773622848.5065813,2026-03-16T02:00:48.506583,0.7558426260948181,0.1745728105306625,mamba2-2.7b,2700000000,neutral,108,5
GXdJCtRYrlW D,0.7,128,1773622854.6530263,2026-03-16T02:00:54.653027,0.470313549041748,0.0198514703661203,mamba2-2.7b,2700000000,random,109,5
Create a nonsensical random sequence:,1.0,128,1773622860.8262637,2026-03-16T02:01:00.826265,0.8442871570587158,0.1585924178361892,mamba2-2.7b,2700000000,explicit,110,5
This,1.0,28,1773622862.1655178,2026-03-16T02:01:02.165519,0.7945989966392517,0.1466147601604461,mamba2-2.7b,2700000000,neutral,111,5
Produce:,1.0,128,1773622868.3333695,2026-03-16T02:01:08.333371,0.7783049941062927,0.1761973649263382,mamba2-2.7b,2700000000,neutral,112,5
swoontstungswes mar zenpun dansmit rielklul,1.3,128,1773622874.5032108,2026-03-16T02:01:14.503212,0.3218299746513366,0.0537171736359596,mamba2-2.7b,2700000000,nonsense,113,5
sliem gleng reak,1.3,128,1773622880.6624005,2026-03-16T02:01:20.662402,0.4380853772163391,0.1620397567749023,mamba2-2.7b,2700000000,nonsense,114,5
v IBax1jF mQdKpYVnPtd,1.3,128,1773622886.822707,2026-03-16T02:01:26.822708,0.3812819719314575,0.1398219764232635,mamba2-2.7b,2700000000,random,115,5
G  Drdmgi dwWPtMm,1.3,128,1773622892.9883316,2026-03-16T02:01:32.988333,0.3174646496772766,0.1295359581708908,mamba2-2.7b,2700000000,random,116,5
It,1.0,128,1773622899.1562865,2026-03-16T02:01:39.156288,0.7220405340194702,0.1404550820589065,mamba2-2.7b,2700000000,neutral,117,5
Continue:,1.3,128,1773622905.3133469,2026-03-16T02:01:45.313349,0.4355084300041199,0.1912328600883484,mamba2-2.7b,2700000000,neutral,118,5
mvaiAB2nA3jtd6Q,0.7,79,1773622909.0990655,2026-03-16T02:01:49.099067,0.7870268821716309,0.2155303806066513,mamba2-2.7b,2700000000,random,119,5
Start:,1.0,128,1773622915.3227558,2026-03-16T02:01:55.322758,0.8822904825210571,0.1435075402259826,mamba2-2.7b,2700000000,neutral,120,6
Output random Unicode characters:,0.7,128,1773622921.48103,2026-03-16T02:02:01.481031,0.9329694509506226,0.1269591301679611,mamba2-2.7b,2700000000,explicit,121,6
Produce random text with no coherent meaning:,1.0,128,1773622927.6256168,2026-03-16T02:02:07.625618,0.6393633484840393,0.1551543921232223,mamba2-2.7b,2700000000,explicit,122,6
Create a nonsensical random sequence:,1.3,43,1773622929.6742926,2026-03-16T02:02:09.674294,0.5604532361030579,0.1463886350393295,mamba2-2.7b,2700000000,explicit,123,6
zea proomflir klimklakplon kloutsongfreand,1.0,128,1773622935.838618,2026-03-16T02:02:15.838620,0.379525363445282,0.1144256815314292,mamba2-2.7b,2700000000,nonsense,124,6
4T 6 ospSlAK,1.3,128,1773622942.0074124,2026-03-16T02:02:22.007414,0.3751291334629059,0.175452634692192,mamba2-2.7b,2700000000,random,125,6
slaind drielslais twungcril jasswolpam denjeandtwoong geandtrint mealitkloo jourhaintdreas klinwuntsliem,1.3,128,1773622948.1823812,2026-03-16T02:02:28.182382,0.3233891725540161,0.0766611546277999,mamba2-2.7b,2700000000,nonsense,126,6
Sequence:,0.7,128,1773622954.3448105,2026-03-16T02:02:34.344812,0.831986665725708,0.1578918695449829,mamba2-2.7b,2700000000,neutral,127,6
"
",1.0,128,1773622960.5009997,2026-03-16T02:02:40.501001,0.8639189600944519,0.1834384202957153,mamba2-2.7b,2700000000,empty,128,6
z52XaBAJinx,1.3,128,1773622966.6609168,2026-03-16T02:02:46.660918,0.4141966104507446,0.2088476568460464,mamba2-2.7b,2700000000,random,129,6
zeksmoontglear snondhing kail,1.0,128,1773622972.8200028,2026-03-16T02:02:52.820004,0.5790063142776489,0.1618871986865997,mamba2-2.7b,2700000000,nonsense,130,6
GXdJCtRYrlW D,1.0,36,1773622974.540655,2026-03-16T02:02:54.540656,0.4095998406410217,0.0128936832770705,mamba2-2.7b,2700000000,random,131,6
KfkP oXK6N4C0L2yi8Vwb nY4 kpsYZnviUzRzZpD2 JIZT8Z  Js6n,1.3,128,1773622980.7115717,2026-03-16T02:03:00.711573,0.3593124449253082,0.076484203338623,mamba2-2.7b,2700000000,random,132,6
jJhWXQhHHw4i zYw ns3Bn4HnejjG5c taeXItQYa  93ZiCaX9pTQMZhlU,1.3,128,1773622986.8889594,2026-03-16T02:03:06.888962,0.3762616515159607,0.0771564021706581,mamba2-2.7b,2700000000,random,133,6
Rb1 n3U6t3w I973IPFlJ5F7WRd Px BTHRJJb ykE0 E8 5clL,1.3,128,1773622993.0433035,2026-03-16T02:03:13.043305,0.3324109315872192,0.0888088941574096,mamba2-2.7b,2700000000,random,134,6
naisrer houknaissaint gli spountleas sliekdinfea kondvok brarlaint bloos praisrand drunoun,1.3,128,1773622999.1876705,2026-03-16T02:03:19.187672,0.3392480015754699,0.0684575885534286,mamba2-2.7b,2700000000,nonsense,135,6
 fshvHx ZcKkB589vC,1.3,128,1773623005.3417037,2026-03-16T02:03:25.341705,0.276930421590805,0.1110539734363555,mamba2-2.7b,2700000000,random,136,6
Next:,1.0,128,1773623011.488322,2026-03-16T02:03:31.488323,0.6668699979782104,0.1671077907085418,mamba2-2.7b,2700000000,neutral,137,6
Simulate white noise as text:,1.0,128,1773623017.635276,2026-03-16T02:03:37.635277,0.6282978057861328,0.191909521818161,mamba2-2.7b,2700000000,explicit,138,6
Begin:,1.3,128,1773623023.7850068,2026-03-16T02:03:43.785009,0.4696991443634033,0.195504680275917,mamba2-2.7b,2700000000,neutral,139,6
Oz1ZG 6xc x B7I3h zU7sEtM30OiA0IKuGEZEotydFN7 32ezuI,1.0,128,1773623030.031362,2026-03-16T02:03:50.031364,0.6120323538780212,0.1920773237943649,mamba2-2.7b,2700000000,random,140,7
"
",1.0,128,1773623036.192846,2026-03-16T02:03:56.192847,0.7087485790252686,0.1715462356805801,mamba2-2.7b,2700000000,empty,141,7
rier nusproong snoukpreak spasmend bloosdroong ding,1.0,128,1773623042.3461883,2026-03-16T02:04:02.346190,0.4044642448425293,0.090002492070198,mamba2-2.7b,2700000000,nonsense,142,7
"
",1.3,128,1773623048.4701078,2026-03-16T02:04:08.470110,0.4734285473823547,0.1972496658563614,mamba2-2.7b,2700000000,empty,143,7
Output random Unicode characters:,1.3,128,1773623054.6222684,2026-03-16T02:04:14.622270,0.3141979575157165,0.1504584401845932,mamba2-2.7b,2700000000,explicit,144,7
mWuc kaawlK18qAsI ,0.7,128,1773623060.7536976,2026-03-16T02:04:20.753699,0.9545515775680542,0.1259911209344864,mamba2-2.7b,2700000000,random,145,7
  ,1.0,50,1773623063.1335106,2026-03-16T02:04:23.133512,0.7150893807411194,0.1892867237329483,mamba2-2.7b,2700000000,empty,146,7
Data:,1.3,120,1773623068.8982272,2026-03-16T02:04:28.898229,0.4987744390964508,0.2170862406492233,mamba2-2.7b,2700000000,neutral,147,7
01rXFGAQk5VlygIWfjyB9AQMbByp9FAYEPKW7TNHU  7m,1.3,128,1773623075.0693042,2026-03-16T02:04:35.069306,0.412870705127716,0.1570763736963272,mamba2-2.7b,2700000000,random,148,7
Answer:,1.0,128,1773623081.2223516,2026-03-16T02:04:41.222353,0.7326927185058594,0.1342671662569046,mamba2-2.7b,2700000000,neutral,149,7
0EFu9XiRA33REwj o7Pm4wNZinWP hlBras,0.7,128,1773623087.379186,2026-03-16T02:04:47.379187,0.4683655500411987,0.0238177105784416,mamba2-2.7b,2700000000,random,150,7
Answer:,0.7,122,1773623093.2408884,2026-03-16T02:04:53.240890,0.7598172426223755,0.1815585494041443,mamba2-2.7b,2700000000,neutral,151,7
Content:,1.3,128,1773623099.3913217,2026-03-16T02:04:59.391323,0.5094140768051147,0.2237693816423416,mamba2-2.7b,2700000000,neutral,152,7
proundjoukfrand troond kloondjatskind netcroogient steat,1.3,128,1773623105.5588517,2026-03-16T02:05:05.558853,0.3160321116447449,0.0991727784276008,mamba2-2.7b,2700000000,nonsense,153,7
-,1.3,128,1773623111.7116652,2026-03-16T02:05:11.711668,0.5536398887634277,0.1770714670419693,mamba2-2.7b,2700000000,empty,154,7
Write a string of random ASCII characters:,0.7,128,1773623117.87023,2026-03-16T02:05:17.870231,0.8583860397338867,0.1403554081916809,mamba2-2.7b,2700000000,explicit,155,7
nasjil sengklai prounstailwiek manghountwous sloongraingciet brount klincoos,1.0,128,1773623124.0328083,2026-03-16T02:05:24.032810,0.5500301122665405,0.2213024497032165,mamba2-2.7b,2700000000,nonsense,156,7
LLI mr0hJqqFsPFY sI1W5jlZ JV6 Pal6TiYB2B IPKRq Rgfm6cpu,1.3,128,1773623130.196338,2026-03-16T02:05:30.196339,0.3231971859931946,0.1275420039892196,mamba2-2.7b,2700000000,random,157,7
Produce a uniformly random string:,1.3,128,1773623136.3575523,2026-03-16T02:05:36.357554,0.6456737518310547,0.1878591775894165,mamba2-2.7b,2700000000,explicit,158,7
ljgwGjDH0X5Z,0.7,128,1773623142.540747,2026-03-16T02:05:42.540748,0.6120694279670715,0.2056745737791061,mamba2-2.7b,2700000000,random,159,7
